Star,RA,Dec,Period,Method,Gaia_Dist,Calc_Dist,Dust_Av,Status
ATO J293.7395-12.0791,293.73953276239706,-12.079129646486669,12.7694,Cepheid(IR),,40537.0,0.00,No Gaia Ref
V* AM Pup,122.4912918566,-42.33568631158,0.5594,RR_Lyrae(K),,2483.4,0.00,No Gaia Ref
UCAC4 108-102543,237.02547314145997,-68.46916634993,0.5760,RR_Lyrae(K),,3803.1,0.00,No Gaia Ref
OGLE GD-RRLYR-5096,238.37782781119,-45.96148816798999,16.8473,Cepheid(Opt),,33268.5,0.00,No Gaia Ref
CRTS J200143.9-302447,300.43329654585,-30.41294034795001,13.1736,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
ATO J008.0691+29.0950,8.06910055989,29.09505044864,0.5378,RR_Lyrae(V),,3581.0,0.00,No Gaia Ref
V* LM Eri,55.77932307192,-19.44009037766,0.6158,RR_Lyrae(K),,3534.1,0.00,No Gaia Ref
CRTS J185256.5-545056,283.23581964386995,-54.84826518889,1.3746,None,,0,0.00,Processing
NSVS  17346485,338.26314768065,-11.28064288329,0.6047,RR_Lyrae(K),,4238.4,0.00,No Gaia Ref
V* YY Hya,141.58581869226,-22.39399526362,16.6721,Cepheid(IR),,47451.9,0.00,No Gaia Ref
V* UV Cap,326.1727240225,-17.209645910629998,0.6625,RR_Lyrae(K),,3788.6,0.00,No Gaia Ref
ROTSE1 J164519.45+284021.0,251.33161836888,28.67264665869,20.4795,Cepheid(IR),,57768.9,0.00,No Gaia Ref
CRTS J091401.4-313729,138.50603272255,-31.62475422125,2.4286,None,,0,0.00,Processing
V* BZ Lib,233.26705957903997,-26.47490213918,0.7178,RR_Lyrae(K),,4422.7,0.00,No Gaia Ref
V* V340 Boo,237.24865528378,40.23567748563,14.2684,Cepheid(IR),,45510.6,0.00,No Gaia Ref
CRTS J140105.2-405233,210.27096855456,-40.8756815608,0.5801,RR_Lyrae(V),,3581.0,0.00,No Gaia Ref
ATO J304.6804-07.1497,304.68042554904,-7.149689587959999,0.5196,RR_Lyrae(V),,3581.0,0.00,No Gaia Ref
NSVS   4979455,178.14467363055,42.981751962,0.6334,RR_Lyrae(K),,3723.9,0.00,No Gaia Ref
V* HP Aqr,357.09076976428,-14.140163612540002,0.5195,RR_Lyrae(V),,3581.0,0.00,No Gaia Ref
CRTS J095030.5+001648,147.6272109269,0.28003041467,19.1667,None,,0,0.00,Processing
CRTS J192934.7-414611,292.39464207476993,-41.76990309514,5.2038,None,,0,0.00,Processing
CRTS J150655.7-180632,226.73215350466,-18.1090303528,500.0000,None,,0,0.00,Processing
CRTS J031123.5-371930,47.84766889691,-37.32525535149,1.6527,Cepheid(IR),,16641.4,0.00,No Gaia Ref
ROTSE1 J143019.77+341751.6,217.58243046455,34.297668504860006,16.0682,Cepheid(IR),,47070.2,0.00,No Gaia Ref
BM   IV 142,166.54043931774,-59.28836217517,5.9573,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
CRTS J160110.1-361155,240.29223064845,-36.199022435820005,0.6870,RR_Lyrae(V),,3564.5,0.00,No Gaia Ref
ATO J292.6090+10.9830,292.60904997913167,10.9831569701225,14.1554,Cepheid(IR),,31708.2,0.00,No Gaia Ref
CRTS J150307.7-195558,225.78189560049,-19.93304372868,16.5951,None,,0,0.00,Processing
V* CR Com,185.85930900861,16.083476646080005,0.7203,RR_Lyrae(K),,3919.2,0.00,No Gaia Ref
V* TU Ret,65.39572301548,-66.6691645195,0.5086,RR_Lyrae(K),,3990.0,0.00,No Gaia Ref
CRTS J031626.4-424902,49.10935379089166,-42.81724899246417,500.0000,Cepheid(IR),,596056.8,0.00,No Gaia Ref
UCAC4 208-174406,276.1183557206,-48.498049492,0.6045,RR_Lyrae(K),,3747.5,0.00,No Gaia Ref
CRTS J225741.0-141229,344.42112062524,-14.207892910959998,7.4846,None,,0,0.00,Processing
CRTS J133632.2-474929,204.13426776153,-47.82513138225,2.4047,Cepheid(Opt),,23294.7,0.00,No Gaia Ref
V* PS Cas,23.87680577145,55.71511837953,0.5052,RR_Lyrae(K),,2681.8,0.00,No Gaia Ref
CRTS J041145.3-644020,62.93968860145001,-64.67196482501,0.7650,RR_Lyrae(V),,3548.1,0.00,No Gaia Ref
V* AL Eri,67.01835507427,-17.17583091016,0.6573,RR_Lyrae(K),,3932.5,0.00,No Gaia Ref
V* V1130 Cen,190.19338725923,-34.85963919216001,4.0100,Cepheid(IR),,28487.3,0.00,No Gaia Ref
V* V387 Lup,237.56082071581,-31.444059956240004,0.6325,RR_Lyrae(K),,4353.9,0.00,No Gaia Ref
V* RV Vol,128.21918034229,-70.07332351352,0.6506,RR_Lyrae(K),,4195.6,0.00,No Gaia Ref
V* V692 Her,245.57558059868,26.37585076014,0.7374,RR_Lyrae(K),,4201.0,0.00,No Gaia Ref
V* V484 Her,261.38309623053,20.78488313886,0.5925,RR_Lyrae(K),,3823.5,0.00,No Gaia Ref
V* AW Lyr,280.55820722246,28.37899801688,0.5012,RR_Lyrae(K),,3033.9,0.00,No Gaia Ref
CRTS J223229.9-343833,338.12399984807,-34.64233379271,7.6139,None,,0,0.00,Processing
CRTS J193522.5-315835,293.8436205574,-31.976719608040007,0.5815,RR_Lyrae(V),,3548.1,0.00,No Gaia Ref
NSV  6275,202.4777441363,-42.6505159071,0.5472,RR_Lyrae(V),,3548.1,0.00,No Gaia Ref
CRTS J062948.8-513311,97.45376148836002,-51.55273924514001,0.5607,RR_Lyrae(V),,3548.1,0.00,No Gaia Ref
CRTS J185022.9-452325,282.59562194666,-45.39035071824,0.5606,RR_Lyrae(V),,3548.1,0.00,No Gaia Ref
V* V3433 Oph,272.2684381235799,7.927163364889999,6.8652,Cepheid(IR),,22186.0,0.00,No Gaia Ref
CRTS J195155.4-464250,297.98112092061,-46.71356931241,0.6086,RR_Lyrae(V),,3548.1,0.00,No Gaia Ref
DJM  99,106.06495211777,-14.85957117302,500.0000,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
PHL  8013,28.325937824930005,-14.35542895888,2.5801,None,,0,0.00,Processing
CRTS J084658.8-261532,131.74603363553,-26.258139380460005,0.7389,RR_Lyrae(V),,3548.1,0.00,No Gaia Ref
V* SV Ind,307.5663810024,-55.08098331698,15.2932,Cepheid(IR),,37801.7,0.00,No Gaia Ref
ATO J195.9615+40.3632,195.96153003877,40.36329198438,0.5844,RR_Lyrae(V),,3548.1,0.00,No Gaia Ref
BPS BS 16938-0026,196.17166247185,38.30157308832,0.6871,RR_Lyrae(K),,3693.6,0.00,No Gaia Ref
CRTS J052319.4-011554,80.83105709717,-1.26532405364,0.5571,RR_Lyrae(V),,3548.1,0.00,No Gaia Ref
NSVS  18473831,160.50523851269,-26.44754568809,0.5014,RR_Lyrae(K),,3373.4,0.00,No Gaia Ref
OGLE GD-RRLYR-2640,191.30979507189,-57.48034778710999,16.3605,Cepheid(Opt),,46595.5,0.00,No Gaia Ref
ASAS J141733-2339.8,214.38768623987,-23.66352996306,0.5199,RR_Lyrae(K),,3201.9,0.00,No Gaia Ref
V* ST Men,60.42330621198,-78.66084025015,0.6191,RR_Lyrae(K),,4147.3,0.00,No Gaia Ref
2MASS J17472631-1630203,266.8596148289987,-16.505644545424722,7.9495,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
V* AW Cet,43.51172695205,-0.4201339581899999,57.3182,Cepheid(IR),,141782.4,0.00,No Gaia Ref
ATO J018.2937-07.9750,18.29373608686,-7.975028831839999,0.7189,RR_Lyrae(K),,3994.0,0.00,No Gaia Ref
V* V5665 Sgr,303.45461721408,-37.82427090792,0.5962,RR_Lyrae(K),,3769.9,0.00,No Gaia Ref
CRTS J103933.2-255036,159.88824817492,-25.84348203734,0.5907,RR_Lyrae(V),,3531.8,0.00,No Gaia Ref
NSVS  13438361,232.96008969339,3.0838726163799994,11.9968,Cepheid(IR),,35480.6,0.00,No Gaia Ref
CRTS J213048.6-320821,322.70310239784993,-32.13969567232,0.6147,RR_Lyrae(V),,3531.8,0.00,No Gaia Ref
V* DR Vir,185.42673860497,7.891013267810001,0.5451,RR_Lyrae(K),,3919.1,0.00,No Gaia Ref
V* RX UMi,240.45339827246,77.96821156039,14.4648,None,,0,0.00,Processing
CRTS J071246.6-401355,108.19345154719,-40.23249592267,16.9912,None,,0,0.00,Processing
ATO J128.0240+06.1502,128.02401185552,6.15028371345,0.6849,RR_Lyrae(V),,3531.8,0.00,No Gaia Ref
V* V414 CMa,98.67758609205836,-15.77743832199111,0.5223,RR_Lyrae(V),,3531.8,0.00,No Gaia Ref
NSVS  17866006,98.29981827956,-24.084643034320003,1.3390,Cepheid(IR),,9939.5,0.00,No Gaia Ref
CRTS J194958.1-303611,297.49206037033,-30.60311407249,14.7716,None,,0,0.00,Processing
CRTS J121308.8-192311,183.28702782188,-19.38677457382,0.5072,RR_Lyrae(V),,3531.8,0.00,No Gaia Ref
V* AI Aqr,331.7580614299,-20.70877823117,0.6178,RR_Lyrae(K),,4308.5,0.00,No Gaia Ref
OGLE BLG-RRLYR-37020,281.58096115917,-29.814196529810005,15.2059,Cepheid(Opt),,64827.9,0.00,No Gaia Ref
CRTS J214753.4-471332,326.9727363855,-47.22552603129,0.6318,RR_Lyrae(K),,4112.1,0.00,No Gaia Ref
ASAS J211848-3430.4,319.69992151311044,-34.507519692516944,0.5055,RR_Lyrae(K),,3223.4,0.00,No Gaia Ref
CRTS J234811.6-565145,357.04833300265,-56.86256197542,4.5963,None,,0,0.00,Processing
NSVS   2587992,158.01819202763,56.89387283499,0.6373,RR_Lyrae(K),,3577.9,0.00,No Gaia Ref
CRTS J230603.7-603207,346.51645287367,-60.53460632457,0.7471,RR_Lyrae(V),,3515.6,0.00,No Gaia Ref
V* FX CVn,208.96659388287,44.52145278077,0.5491,RR_Lyrae(K),,3802.4,0.00,No Gaia Ref
SOPS   II e-46,279.36579633442,-41.97561561135999,13.2437,Cepheid(IR),,14518.8,0.00,No Gaia Ref
V* FH Aqr,336.26035871964,-4.94886797342,0.5280,RR_Lyrae(K),,3831.5,0.00,No Gaia Ref
SOPS   II e-41,275.06832771462,-40.01177077773,19.4918,Cepheid(IR),,24303.6,0.00,No Gaia Ref
CRTS J182009.1+531731,275.0382863669,53.29249214597,1.0095,None,,0,0.00,Processing
V* AP Crt,179.02084775733,-9.344075041760002,0.5430,RR_Lyrae(K),,3571.2,0.00,No Gaia Ref
ATO J084.5717-03.0924,84.57174010546,-3.09240515781,0.6017,RR_Lyrae(V),,3515.6,0.00,No Gaia Ref
CRTS J213757.9-243442,324.49178067733,-24.57786049152,0.5841,RR_Lyrae(V),,3515.6,0.00,No Gaia Ref
V* V1962 Cyg,324.79374461473,40.71436611231,0.5073,RR_Lyrae(K),,2174.0,0.00,No Gaia Ref
V* V2187 Sgr,296.84988575627,-45.06518326183,0.5934,RR_Lyrae(K),,3720.2,0.00,No Gaia Ref
OGLE LMC576.25.000756,78.42741477303,-60.53114275654001,0.6171,RR_Lyrae(K),,4268.9,0.00,No Gaia Ref
V* FY Tel,281.34897870329,-53.32291347137001,0.6764,RR_Lyrae(K),,4678.2,0.00,No Gaia Ref
CRTS J191225.6-510213,288.10693696461,-51.03692612741,4.5285,None,,0,0.00,Processing
CRTS J113956.1-125313,174.98417851726,-12.887210304610004,500.0000,None,,0,0.00,Processing
V* V946 Mon,120.3255103671242,-0.4031519015191667,13.2066,Cepheid(IR),,40179.2,0.00,No Gaia Ref
OGLE LMC-RRLYR-28980,75.75543252176,-69.1504655822,0.7337,RR_Lyrae(K),,3997.0,0.00,No Gaia Ref
OGLE BLG-RRLYR-3801,267.5007863796566,-35.61490121578945,15.0356,Cepheid(IR),,36475.3,0.00,No Gaia Ref
V* VX Dor,92.41045328411,-67.11151896686,0.5645,RR_Lyrae(K),,3786.9,0.00,No Gaia Ref
ASAS J104134-1435.3,160.393497504,-14.587084942489998,0.6370,RR_Lyrae(K),,3647.0,0.00,No Gaia Ref
OGLE BLG-RRLYR-35696,274.27572827833,-28.55466484565,1.3950,Cepheid(Opt),,8868.9,0.00,No Gaia Ref
CRTS J211324.5-552407,318.3531479884,-55.40184801558,0.6464,RR_Lyrae(K),,3788.8,0.00,No Gaia Ref
V* IT Pav,307.69726227074,-60.00475889906001,0.6538,RR_Lyrae(K),,4487.5,0.00,No Gaia Ref
V* UV Hor,50.94832453148,-48.02214889444,0.5659,RR_Lyrae(K),,3902.7,0.00,No Gaia Ref
V* RR Pyx,139.73267801288,-26.56055615794,0.5041,RR_Lyrae(K),,3684.5,0.00,No Gaia Ref
UCAC4 085-012032,96.40162260294,-73.1210549451,0.8755,RR_Lyrae(K),,3155.6,0.00,No Gaia Ref
CRTS J133451.1-274439,203.71236603599,-27.74467158207,0.6517,RR_Lyrae(V),,3499.5,0.00,No Gaia Ref
CRTS J142838.8-251325,217.16149732162,-25.22361296703,0.5727,RR_Lyrae(V),,3499.5,0.00,No Gaia Ref
OGLE LMC-RRLYR-39075,114.80706556993998,-72.37313976182,7.1465,Cepheid(IR),,30282.5,0.00,No Gaia Ref
CRTS J004626.6-575032,11.61054050107,-57.8426826802,42.4511,None,,0,0.00,Processing
CRTS J145427.3-251148,223.61356382981,-25.196766403620003,0.5343,RR_Lyrae(V),,3499.5,0.00,No Gaia Ref
V* HZ Boo,211.03481282672,12.176138101990002,0.5022,RR_Lyrae(K),,3708.5,0.00,No Gaia Ref
V* DF Lib,236.68695639369,-16.60171973433,0.5017,RR_Lyrae(K),,4203.3,0.00,No Gaia Ref
CRTS J134601.9-203411,206.50806905598,-20.56966588599,15.3394,None,,0,0.00,Processing
V* PV Lib,230.32963872745003,-13.212322067800002,0.6349,RR_Lyrae(V),,3499.5,0.00,No Gaia Ref
CRTS J195436.0-531856,298.65055658145,-53.31555725661,0.5158,RR_Lyrae(K),,4254.0,0.00,No Gaia Ref
V* VX Pav,268.35912162716994,-61.89626017197,7.6307,Cepheid(IR),,33204.0,0.00,No Gaia Ref
V* V570 Cen,174.45885571438,-39.60463155073,0.6031,RR_Lyrae(K),,4095.2,0.00,No Gaia Ref
IRAS 09587-4841,150.16816618737,-48.94164695506,12.2250,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
CRTS J073648.6-600630,114.2033553368721,-60.10848196931055,0.5149,RR_Lyrae(K),,2780.1,0.00,No Gaia Ref
CRTS J154441.9-252818,236.1750236832,-25.471600577019995,0.6206,RR_Lyrae(V),,3483.4,0.00,No Gaia Ref
V* V1179 Cen,201.48557838872,-40.30522037256,500.0000,Cepheid(IR),,679960.4,0.00,No Gaia Ref
V* UX Cap,313.51402972421,-17.464510638209997,0.6253,RR_Lyrae(K),,3920.7,0.00,No Gaia Ref
V* UW Pav,267.87551550261,-61.10990519534,0.5687,RR_Lyrae(K),,4090.4,0.00,No Gaia Ref
CRTS J043659.2-224413,69.24740710109,-22.73677234846,0.5040,RR_Lyrae(V),,3483.4,0.00,No Gaia Ref
V* GK Pav,299.2311921423,-59.48984309332,0.5650,RR_Lyrae(K),,3985.3,0.00,No Gaia Ref
CRTS J192805.2-571229,292.02186328238,-57.20807083224,0.5048,RR_Lyrae(V),,3483.4,0.00,No Gaia Ref
CRTS J181459.3-690751,273.74698841361,-69.13062905772999,0.6595,RR_Lyrae(V),,3483.4,0.00,No Gaia Ref
CRTS J084912.5-083320,132.30236371274,-8.55554550257,19.7116,None,,0,0.00,Processing
CRTS J174421.1-634728,266.08803712212995,-63.79109455997,0.5378,RR_Lyrae(K),,3658.1,0.00,No Gaia Ref
V* V Men,83.65359923688,-75.66328934493,0.5747,RR_Lyrae(K),,3668.7,0.00,No Gaia Ref
ATO J094.1958+22.0628,94.19584955758752,22.062858781253333,4.5358,Cepheid(IR),,14971.7,0.00,No Gaia Ref
CRTS J064733.9-324722,101.89173659382,-32.78932387833999,0.5872,RR_Lyrae(K),,3266.2,0.00,No Gaia Ref
Cl* NGC 4590   WALK     302,189.8676111326533,-26.746802169905,13.5574,Cepheid(Opt),,27223.9,0.00,No Gaia Ref
ATO J284.4994+19.9111,284.49938927811496,19.91122015255139,0.5102,RR_Lyrae(K),,2611.1,0.00,No Gaia Ref
ATO J331.1770-08.5320,331.17699996885995,-8.532024105510002,0.5005,RR_Lyrae(K),,4245.5,0.00,No Gaia Ref
OGLE BLG-RRLYR-37250,282.35456867043,-30.35256910011,16.1300,Cepheid(Opt),,58472.9,0.00,No Gaia Ref
ATO J305.8886-05.2125,305.88863018061664,-5.212542544514999,12.7729,Cepheid(IR),,45716.4,0.00,No Gaia Ref
DJM  59,102.66415789758,0.46469011315,15.0677,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
Kiso C7-6,288.54457186678,25.29895539859,14.4651,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
DJM 170,109.61358923313,-21.07312592343,500.0000,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
IRAS 07205-2714,110.64438275234,-27.34066128784,28.7649,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
NIKC 3-7,54.02081823155,50.16186190122,500.0000,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
V* SY Crv,183.069261401,-22.90924499107,15.1269,Cepheid(IR),,54024.1,0.00,No Gaia Ref
HE 1132-3044,173.75842612682,-31.011170900320003,15.2737,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
HE 1521-0522,231.05057468326,-5.54784990389,2.5973,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
NSVS  10549960,220.60599122304,11.03056458638,0.7621,RR_Lyrae(K),,3652.7,0.00,No Gaia Ref
Kiso C7-90,295.80631273775,31.81807532046,16.2147,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
OGLE GD-RRLYR-7747,253.70098197937,-54.03745352886,0.5551,RR_Lyrae(V),,3467.4,0.00,No Gaia Ref
V* BQ Sex,161.48167796034,-7.359955114019998,0.5030,RR_Lyrae(K),,3185.0,0.00,No Gaia Ref
Kiso C1-96,9.37960296767,57.72627511064,99.9343,Cepheid(IR),,14916.3,0.00,No Gaia Ref
C* 2795,296.8245286008399,30.36555405385,13.0565,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
BPS BS 16090-0018,215.05159683807,49.86839328475,0.5062,RR_Lyrae(K),,4100.2,0.00,No Gaia Ref
DJM 386,191.97059003583,-66.68048976425,6.0369,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
V* VX Boo,219.74889561058,25.14509945472,0.5911,RR_Lyrae(K),,3544.9,0.00,No Gaia Ref
DJM 117,106.86934164721002,-18.240349264,54.3998,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
BC    124,26.28633924741,71.32113338326,6.4263,Cepheid(IR),,276.1,0.00,No Gaia Ref
CRTS J000451.0-525416,1.21283369066,-52.90422298835,0.5890,RR_Lyrae(V),,3467.4,0.00,No Gaia Ref
[W71b] 049-07,145.68164963958,-48.88035976081,6.4948,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
DJM 283,166.15692439487,-54.38739186112,17.2926,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
V* V1131 Her,266.77147707196,38.5584181383,0.5870,RR_Lyrae(K),,3888.7,0.00,No Gaia Ref
[W71b] 074-05,179.23260331804,-62.258586682090005,15.8609,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
Kiso C6-73,99.95260682316,6.241404219499999,13.2341,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
DJM  57,102.57232867872,4.91113171212,500.0000,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
DJM 301,170.79944411563,-56.00743971138,14.1483,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
DJM  52,102.20360549483,3.41004515973,13.2341,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
DJM 317,173.33322986931,-56.03135929584,500.0000,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
CRTS J193628.9-244544,294.12058790432,-24.76211012856,0.5066,RR_Lyrae(V),,3467.4,0.00,No Gaia Ref
HE 1347-2646,207.67183810781,-27.02765541403,14.5956,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
V* AL Crt,172.40500829536,-15.702811735159996,0.6631,RR_Lyrae(K),,3727.9,0.00,No Gaia Ref
Kiso C7-51,294.20851553141,29.057302125500005,14.4652,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
Kiso C4-18,279.40683824082,1.96318773769,3.3675,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
V* DI Leo,151.8577361352,13.94953825312,0.5773,RR_Lyrae(K),,3988.5,0.00,No Gaia Ref
ATO J009.0172+29.0603,9.017248014820002,29.06039472311,0.6026,RR_Lyrae(V),,3467.4,0.00,No Gaia Ref
V* OY Boo,227.8055294,34.43766744756,0.5548,RR_Lyrae(K),,3318.7,0.00,No Gaia Ref
CRTS J070646.0+390452,106.69165563723,39.08139543161,18.0860,None,,0,0.00,Processing
HE 1238-1152,190.35404170468,-12.153077634409998,13.5353,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
DJM 458,220.42257778472,-65.34397557351,18.6112,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
HE 1157-1434,180.04793974133,-14.84706698062,17.1583,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
CRTS J233950.3-353032,354.95989112012,-35.50896897683,0.6762,RR_Lyrae(V),,3467.4,0.00,No Gaia Ref
V* CV Peg,327.05349220893,22.243309232720005,0.5637,RR_Lyrae(K),,3130.4,0.00,No Gaia Ref
DJM 135,107.71225001128002,-13.638196904569998,500.0000,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
Kiso C5-226,71.55912849366,51.88209315526,100.1330,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
V* V732 Cen,217.77492341029,-32.59953901253,0.5248,RR_Lyrae(K),,3675.5,0.00,No Gaia Ref
DJM  69,102.99957633063,-2.03087139888,500.0000,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
UCAC4 095-012103,101.88569196404708,-71.00177280444944,0.5072,RR_Lyrae(K),,1971.7,0.00,No Gaia Ref
IRAS 07392-1814,115.37972660886,-18.36473137919,14.8207,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
V* BP Eri,69.50192238331,-8.75445178597,0.5145,RR_Lyrae(K),,3286.4,0.00,No Gaia Ref
CRTS J141741.9-450040,214.42448893603,-45.01105568007,0.6657,RR_Lyrae(V),,3451.4,0.00,No Gaia Ref
V* V574 Aur,90.4528643785,51.75095513114999,0.5790,RR_Lyrae(K),,3332.8,0.00,No Gaia Ref
ATO J330.7665+16.7386,330.76654913207,16.73870811075,0.6215,RR_Lyrae(V),,3451.4,0.00,No Gaia Ref
CRTS J174841.7+492911,267.17375832916,49.48637985924,0.5358,RR_Lyrae(V),,3451.4,0.00,No Gaia Ref
CRTS J203052.3-274618,307.71799061645,-27.771732854000007,0.7506,RR_Lyrae(V),,3451.4,0.00,No Gaia Ref
2MASS J19313366-6024409,292.89024015014,-60.41135578,15.2930,Cepheid(IR),,62547.6,0.00,No Gaia Ref
V* HI Hya,220.66690981954,-28.13202399755,500.0000,Cepheid(IR),,595028.0,0.00,No Gaia Ref
UNSW-V 443,192.7565218511,-45.66606791008999,6.8663,Cepheid(IR),,33659.7,0.00,No Gaia Ref
CRTS J193557.4-192207,293.9891312415999,-19.36833147011,0.5065,RR_Lyrae(V),,3451.4,0.00,No Gaia Ref
CRTS J185651.3-603836,284.21416165816,-60.64284560071,0.5195,RR_Lyrae(V),,3451.4,0.00,No Gaia Ref
GSC 07308-01067,219.70144415162,-36.7786385663,14.5959,Cepheid(IR),,54726.7,0.00,No Gaia Ref
ATO J292.0220+16.3676,292.0220916126537,16.367675245711943,14.4652,Cepheid(IR),,25706.6,0.00,No Gaia Ref
CRTS J193342.3-363857,293.42646696139,-36.64904055430999,0.7607,RR_Lyrae(V),,3435.6,0.00,No Gaia Ref
V* EE Gru,324.62359949416,-49.01479362636,42.4500,Cepheid(IR),,111155.4,0.00,No Gaia Ref
V* AE Oct,305.73015782413995,-76.06800190493,0.5673,RR_Lyrae(K),,3736.5,0.00,No Gaia Ref
V* KX Cen,179.80849280059,-40.23924761639,0.5751,RR_Lyrae(K),,3676.5,0.00,No Gaia Ref
CRTS J104306.1+090340,160.77563998841,9.06123516606,0.5599,RR_Lyrae(K),,4321.3,0.00,No Gaia Ref
ATO J008.3678+42.4160,8.36773870391,42.41607088287,0.6271,RR_Lyrae(V),,3435.6,0.00,No Gaia Ref
ATO J332.3294+19.7328,332.32940167263,19.73289389653,0.5295,RR_Lyrae(V),,3435.6,0.00,No Gaia Ref
ASAS J141627-1336.9,214.11242152811,-13.614410203189998,0.5668,RR_Lyrae(K),,3869.8,0.00,No Gaia Ref
CRTS J161139.4-315543,242.91428559434,-31.928695373840004,0.5309,RR_Lyrae(V),,3435.6,0.00,No Gaia Ref
CRTS J141301.5-242409,213.25632763436,-24.40220189317,0.5851,RR_Lyrae(V),,3435.6,0.00,No Gaia Ref
V* PQ Aqr,310.81562752993,-9.15794483253,0.5115,RR_Lyrae(K),,3027.8,0.00,No Gaia Ref
ATO J292.2595-12.9259,292.2596001762454,-12.925953362969445,0.8898,RR_Lyrae(K),,4295.2,0.00,No Gaia Ref
V* AC Men,78.95846706696,-70.61259674982,0.5542,RR_Lyrae(K),,3763.2,0.00,No Gaia Ref
ATO J084.1623+27.5327,84.1622797597154,27.532905976412223,500.0000,Cepheid(IR),,255845.3,0.00,No Gaia Ref
NSVS  18552407,165.0521652964,-27.856789840899992,0.5786,RR_Lyrae(K),,3296.6,0.00,No Gaia Ref
CRTS J204649.8-343947,311.70723233424,-34.66289217369,0.7677,RR_Lyrae(V),,3419.8,0.00,No Gaia Ref
CRTS J102955.6-413736,157.48203312338,-41.62654400110999,0.5840,RR_Lyrae(V),,3419.8,0.00,No Gaia Ref
V* V5661 Sgr,300.61614317429,-37.00469938596,13.1736,Cepheid(IR),,46976.8,0.00,No Gaia Ref
V* DU And,37.63068910214,40.84263062471,0.6076,RR_Lyrae(K),,3337.0,0.00,No Gaia Ref
OGLE MBR129.04.01037,48.15881869956,-74.80487786017,2.3880,Cepheid(Opt),,19966.1,0.00,No Gaia Ref
NSVS   1227429,300.16241149466,71.06036451693,0.5112,RR_Lyrae(V),,3419.8,0.00,No Gaia Ref
SB 587,21.840659833440004,-14.234716236229996,4.7215,Cepheid(IR),,29648.4,0.00,No Gaia Ref
V* ES Hya,194.19968628222,-25.60728037981,0.6767,RR_Lyrae(K),,4056.6,0.00,No Gaia Ref
CRTS J032208.6-335205,50.53520381983999,-33.86838018105001,0.6370,RR_Lyrae(V),,3419.8,0.00,No Gaia Ref
BPS CS 31068-0025,91.33727256163,-58.00883599717,500.0000,Cepheid(IR),,584560.7,0.00,No Gaia Ref
CRTS J155849.6-294718,239.70630054354,-29.788646625249992,0.6729,RR_Lyrae(V),,3419.8,0.00,No Gaia Ref
V* IX Tel,306.46071327549,-52.69745190823,0.6159,RR_Lyrae(K),,4449.5,0.00,No Gaia Ref
V* SX Cnc,132.83159415718,25.55675742324,0.5109,RR_Lyrae(K),,3257.6,0.00,No Gaia Ref
V* DH Vir,189.98553013323,6.079226333469999,0.6813,RR_Lyrae(K),,3569.0,0.00,No Gaia Ref
DJM 438,207.11162275422,-67.42100438491,14.5960,Carbon_Star_Skip,,0,0.00,Skipped (Carbon)
V* V825 Oph,267.12580307941994,6.0577376561,2.3089,Cepheid(IR),,15380.8,0.00,No Gaia Ref
ASAS J045213-5620.8,73.05291057498208,-56.34646455004472,0.6238,RR_Lyrae(K),,4885.1,0.00,No Gaia Ref
OGLE GD-RRLYR-4086,225.93959678402084,-66.00666974414833,16.6527,Cepheid(Opt),,45376.7,0.00,No Gaia Ref
