name,ra,dec,sp_type,v_mag,parallax,dist_ref,dist_ref_err,period,M_calc,dist_pl,abs_error,rel_error
CRTS J004208.5+060729,10.53549784575,6.12469970784,RRC,13.84,0.2257,4430.66,424.02,0.343822,0.227,5279.45,848.79,19.16
ATO J244.3183+08.1906,244.31841877237,8.19069233971,RRAB,13.84,0.1531,6531.68,814.86,0.5928701,-0.215,6472.72,-58.96,-0.9
V* V5665 Sgr,303.45461721408,-37.82427090792,RRAB/BL,13.84,0.1921,5205.62,563.65,0.596438,-0.22,6487.26,1281.64,24.62
[SHM2017] J066.40180+07.48231,66.40178931725,7.482283270809999,RRAB,13.84,0.1405,7117.44,916.91,0.735357,-0.39,7015.69,-101.75,-1.43
ATO J018.2937-07.9750,18.29373608686,-7.975028831839999,RRAB,13.84,0.195,5128.21,631.16,0.717372,-0.37,6951.02,1822.81,35.54
V* V757 Sco,245.4247550841,-11.72147327491,RRAB,13.84,0.1821,5491.49,720.74,0.724133,-0.378,6975.45,1483.96,27.02
OGLE LMC-RRLYR-854,71.58454442305,-68.42489450311,RRAB,13.841,0.2205,4535.15,259.15,0.5162791,-0.103,6149.2,1614.05,35.59
V* ST Men,60.42330621198,-78.66084025015,RRAB,13.842,0.1753,5704.51,432.8,0.618737,-0.25,6582.99,878.48,15.4
ASAS J141733-2339.8,214.38768623987,-23.66352996306,RRAB,13.846,0.3264,3063.73,198.99,0.5208977,-0.11,6183.94,3120.21,101.84
OGLE GD-RRLYR-2640,191.30979507189,-57.48034778710999,RRC,13.846,0.3322,3010.23,140.45,0.340243,0.236,5273.38,2263.15,75.18
UCAC4 668-055700,138.27095324939833,43.48773432616611,RRAB,13.849,8.0545,124.15,0.22,0.8587295,-0.516,7465.56,7341.41,5913.34
NSVS  18473831,160.50523851269,-26.44754568809,RRAB,13.849,0.2836,3526.09,287.21,0.467716,-0.023,5948.03,2421.94,68.69
LINEAR 120165,121.13471885421004,44.62059512226,RRAB,13.85,0.2116,4725.9,428.81,0.5214292,-0.111,6197.71,1471.81,31.14
CRTS J052319.4-011554,80.83105709717,-1.26532405364,RRC,13.85,0.4815,2076.84,87.56,0.2796866,0.395,4909.7,2832.86,136.4
CRTS J154726.4-103442,236.86015699549,-10.578466386400002,RRD,13.85,0.191,5235.6,542.75,0.24994,0.486,4707.5,-528.1,-10.09
BPS BS 16938-0026,196.17166247185,38.30157308832,RRAB,13.85,0.1481,6752.19,761.39,0.6862909,-0.334,6868.38,116.19,1.72
ATO J195.9615+40.3632,195.96153003877,40.36329198438,RRAB,13.85,0.2249,4446.42,308.42,0.5840937,-0.203,6466.43,2020.01,45.43
LINEAR 7644368,190.13154192481,8.03857087871,RRC,13.85,0.1815,5509.64,588.91,0.209264,0.63,4404.94,-1104.7,-20.05
CRTS J134451.9-183333,206.2164793982,-18.55935710974,RRC,13.85,0.2637,3792.19,487.51,0.240776,0.516,4642.19,850.0,22.41
LINEAR 18998051,251.36388498669,17.244709537589998,RRC,13.85,0.0298,33557.05,46056.48,0.272484,0.416,4862.03,-28695.02,-85.51
PHL  8013,28.325937824930005,-14.35542895888,RRC,13.85,0.2486,4022.53,294.49,0.35709,0.196,5379.46,1356.93,33.73
V* V398 Peg,317.24144930231995,15.94870272976,RRAB/BL,13.85,0.19,5263.16,592.8,0.5513618,-0.156,6328.45,1065.29,20.24
CRTS J195521.1-221340,298.83887390241995,-22.22707023439,RRD,13.85,0.2258,4428.7,406.0,0.3913635,0.122,5567.05,1138.35,25.7
CRTS J195155.4-464250,297.98112092061,-46.71356931241,RRAB,13.85,0.1916,5219.21,563.87,0.60837,-0.236,6565.67,1346.46,25.8
CRTS J231047.6+334143,347.69828473312,33.69588041882,RRC,13.85,0.552,1811.59,52.84,0.252668,0.477,4726.65,2915.06,160.91
V* V3433 Oph,272.2684381235799,7.927163364889999,RRC:,13.85,0.627,1594.9,53.16,0.436515,0.033,5799.09,4204.19,263.6
CRTS J185022.9-452325,282.59562194666,-45.39035071824,RRAB,13.85,0.1943,5146.68,627.77,0.559602,-0.169,6363.66,1216.98,23.65
CRTS J062948.8-513311,97.45376148836002,-51.55273924514001,RRAB,13.85,0.1909,5238.34,411.6,0.56109,-0.171,6369.98,1131.64,21.6
NSV  6275,202.4777441363,-42.6505159071,RRAB,13.85,0.211,4739.34,534.58,0.54813,-0.152,6314.55,1575.21,33.24
CRTS J193522.5-315835,293.8436205574,-31.976719608040007,RRAB,13.85,0.156,6410.26,1056.05,0.58108,-0.199,6453.93,43.67,0.68
CRTS J223229.9-343833,338.12399984807,-34.64233379271,RRC,13.85,0.2092,4780.11,509.54,0.352461,0.207,5353.27,573.16,11.99
V* AW Lyr,280.55820722246,28.37899801688,RRAB,13.85,0.2755,3629.76,183.14,0.497447,-0.073,6089.52,2459.76,67.77
V* V484 Her,261.38309623053,20.78488313886,RRAB/BL,13.85,0.2449,4083.3,288.45,0.5936948,-0.217,6505.98,2422.68,59.33
V* V692 Her,245.57558059868,26.37585076014,RRAB,13.85,0.1831,5461.5,423.56,0.736672,-0.392,7052.78,1591.28,29.14
V* RV Vol,128.21918034229,-70.07332351352,RRAB,13.85,0.1859,5379.24,390.64,0.64991,-0.29,6729.88,1350.64,25.11
V* V387 Lup,237.56082071581,-31.444059956240004,RRAB,13.85,0.2531,3951.01,404.31,0.457739,-0.005,5902.98,1951.97,49.4
V* V1130 Cen,190.19338725923,-34.85963919216001,RRC,13.85,0.2538,3940.11,288.76,0.255521,0.468,4746.54,806.43,20.47
CRTS J041145.3-644020,62.93968860145001,-64.67196482501,RRAB,13.85,0.1831,5461.5,402.68,0.767134,-0.425,7160.48,1698.98,31.11
CRTS J210450.3-023405,316.20975258405,-2.56842627924,RRC,13.85,0.2087,4791.57,422.45,0.355993,0.199,5373.28,581.71,12.14
V* PS Cas,23.87680577145,55.71511837953,RRAB,13.85,0.4144,2413.13,94.92,0.443649,0.02,5834.35,3421.22,141.78
CRTS J133632.2-474929,204.13426776153,-47.82513138225,RRC,13.85,0.5476,1826.15,61.03,0.260306,0.453,4779.59,2953.44,161.73
CRTS J225741.0-141229,344.42112062524,-14.207892910959998,RRD,13.85,0.2662,3756.57,313.28,0.4510285,0.007,5870.46,2113.89,56.27
UCAC4 208-174406,276.1183557206,-48.498049492,RRAB,13.852,0.2455,4073.32,242.24,0.60439,-0.231,6555.6,2482.28,60.94
CRTS J031626.4-424902,49.10935379089166,-42.81724899246417,RRC,13.859,0.2131,4692.63,281.87,0.345225,0.224,5333.97,641.34,13.67
V* TU Ret,65.39572301548,-66.6691645195,RRAB,13.859,0.2286,4374.45,267.9,0.4588461,-0.007,5932.85,1558.4,35.63
V* CR Com,185.85930900861,16.083476646080005,RRAB,13.86,0.234,4273.5,286.73,0.7194281,-0.373,7022.85,2749.35,64.33
CRTS J150307.7-195558,225.78189560049,-19.93304372868,RRAB,13.86,0.2335,4282.66,309.97,0.61634,-0.247,6628.16,2345.5,54.77
ATO J292.6090+10.9830,292.60904997913167,10.9831569701225,RRC,13.86,0.5121,1952.74,58.34,0.267183,0.432,4848.71,2895.97,148.3
CRTS J160110.1-361155,240.29223064845,-36.199022435820005,RRAB,13.86,0.2429,4116.92,333.9,0.68726,-0.335,6903.72,2786.8,67.69
ASAS J225845-3853.7,344.68588120099,-38.89458454694,RRAB,13.86,0.1773,5640.16,626.68,0.5630512,-0.174,6407.74,767.58,13.61
CRTS J135534.5+145009,208.89396101891,14.83596342346,RRD,13.86,0.1758,5688.28,543.59,0.357094,0.196,5404.32,-283.96,-4.99
ROTSE1 J143019.77+341751.6,217.58243046455,34.297668504860006,RRAB,13.86,0.2195,4555.81,284.35,0.6395138,-0.277,6720.29,2164.48,47.51
LINEAR 13062458,225.82266167524,14.29327250345,RRAB,13.86,0.1964,5091.65,456.28,0.6185775,-0.25,6637.15,1545.5,30.35
CRTS J031123.5-371930,47.84766889691,-37.32525535149,RRC,13.86,0.1955,5115.09,319.2,0.322631,0.279,5203.03,87.94,1.72
CRTS J150655.7-180632,226.73215350466,-18.1090303528,RRC,13.86,0.204,4901.96,576.7,0.276642,0.404,4912.22,10.26,0.21
NSVS  14487922,330.47449550126,-5.49801158585,RRAB,13.86,0.2247,4450.38,451.57,0.428221,0.049,5784.21,1333.83,29.97
BPS BS 16479-0007,197.72834971536,18.41798143371,RRC,13.86,0.2064,4844.96,490.6,0.2710369,0.42,4874.75,29.79,0.61
LINEAR 6891654,140.13019161431,35.55323079175,RRC,13.86,0.1724,5800.46,777.21,0.358882,0.192,5414.42,-386.04,-6.66
V* UV Ind,309.78654376804,-54.42165761396999,RRAB/BL,13.86,0.1751,5711.02,567.51,0.527699,-0.121,6254.21,543.19,9.51
CRTS J192934.7-414611,292.39464207476993,-41.76990309514,RRD,13.86,0.1851,5402.49,551.63,0.350809,0.211,5368.54,-33.95,-0.63
V* FU Boo,215.72416729605,19.53879403279,RRAB,13.86,0.1413,7077.14,1282.2,0.65357,-0.295,6775.16,-301.98,-4.27
CRTS J095030.5+001648,147.6272109269,0.28003041467,RRC,13.86,0.1671,5984.44,641.06,0.40058,0.103,5641.65,-342.79,-5.73
V* HP Aqr,357.09076976428,-14.140163612540002,RRAB,13.87,0.1809,5527.92,843.4,0.51876,-0.107,6243.06,715.14,12.94
CRTS J143934.6+382429,219.89434699395,38.40809043074,RRC,13.87,0.2178,4591.37,307.78,0.261062,0.451,4829.05,237.68,5.18
ATO J226.2080-05.8722,226.20811104797,-5.87218153099,RRAB,13.87,0.1953,5120.33,582.03,0.741888,-0.398,7136.85,2016.52,39.38
NSVS   4979455,178.14467363055,42.981751962,RRAB,13.87,0.2243,4458.31,325.98,0.6343129,-0.27,6730.72,2272.41,50.97
V* V353 Lib,238.55867299401,-13.52778025322,RRAB,13.87,0.2024,4940.71,500.42,0.610265,-0.239,6634.13,1693.42,34.27
ATO J304.6804-07.1497,304.68042554904,-7.149689587959999,RRAB,13.87,0.2152,4646.84,455.61,0.5194958,-0.108,6246.37,1599.53,34.42
CRTS J140105.2-405233,210.27096855456,-40.8756815608,RRAB,13.87,0.1666,6002.4,972.78,0.58004,-0.198,6509.28,506.88,8.44
V* PP UMa,133.062853714,70.43999236581,RRAB/BL,13.87,0.2232,4480.29,309.12,0.51869,-0.107,6242.74,1762.45,39.34
V* V340 Boo,237.24865528378,40.23567748563,RRAB,13.87,0.2161,4627.49,239.83,0.71073,-0.363,7023.24,2395.75,51.77
V* BZ Lib,233.26705957904,-26.47490213918,RRAB,13.87,0.174,5747.13,696.92,0.71728,-0.37,7047.38,1300.25,22.62
CRTS J091401.4-313729,138.50603272255,-31.62475422125,RRAB,13.87,0.2396,4173.62,324.0,0.45694,-0.004,5953.71,1780.09,42.65
NSVS  17346485,338.26314768065,-11.28064288329,RRAB,13.87,0.1777,5627.46,709.37,0.604954,-0.232,6612.48,985.02,17.5
CRTS J185256.5-545056,283.23581964386995,-54.84826518889,RRAB,13.87,0.8411,1188.92,27.85,0.88807,-0.544,7633.42,6444.5,542.05
V* LM Eri,55.77932307192,-19.44009037766,RRAB,13.87,0.2364,4230.12,286.3,0.61507,-0.245,6653.62,2423.5,57.29
ATO J008.0691+29.0950,8.06910055989,29.09505044864,RRAB,13.87,0.2141,4670.71,399.23,0.5374674,-0.136,6326.33,1655.62,35.45
CRTS J165928.0-012230,254.86685534128,-1.3751571853600002,RRC,13.87,0.2069,4833.25,446.18,0.311251,0.308,5157.31,324.06,6.7
OGLE GD-RRLYR-5096,238.37782781119,-45.96148816798999,RRAB:,13.873,0.5194,1925.3,60.42,0.47345,-0.033,6041.61,4116.31,213.8
UCAC4 108-102543,237.02547314146,-68.46916634993,RRAB,13.873,0.2055,4866.18,438.07,0.57658,-0.193,6503.71,1637.53,33.65
V* AM Pup,122.4912918566,-42.33568631158,RRAB,13.874,0.4136,2417.79,80.67,0.558866,-0.167,6431.22,4013.43,166.0
ATO J293.7395-12.0791,293.73953276239706,-12.079129646486669,RRC,13.877,0.35,2857.14,141.22,0.2373802,0.528,4675.37,1818.23,63.64
V* V514 Her,265.2373332557099,24.048921717279995,RRAB,13.88,0.219,4566.21,350.28,0.6339747,-0.27,6760.44,2194.23,48.05
PHL  8084,28.98065059693999,2.04568022189,RRC,13.88,0.4332,2308.4,118.3,0.284443,0.381,5009.5,2701.1,117.01
NSVS    253439,7.1866380240600005,80.03375949547,RRAB,13.88,0.2812,3556.19,177.05,0.619158,-0.251,6700.91,3144.72,88.43
ATO J254.4737+24.7546,254.47373569878,24.75460821771,RRAB,13.88,0.2271,4403.35,277.27,0.6128484,-0.242,6675.29,2271.94,51.6
ZTF J140113.11+710523.8,210.30459258157,71.08997787119,RRAB,13.88,0.2042,4897.16,364.53,0.544494,-0.146,6386.48,1489.32,30.41
V* V2710 Oph,256.29089101276,4.22742362757,RRAB/BL,13.88,0.2259,4426.74,464.43,0.410915,0.082,5748.35,1321.61,29.86
CRTS J232248.6-385653,350.7027178251,-38.94819125389,RRC,13.88,0.1888,5296.61,432.03,0.318986,0.288,5228.9,-67.71,-1.28
V* BB UMa,177.25858478116,49.19328531692,RRAB,13.88,0.1922,5202.91,535.99,0.5590474,-0.168,6449.79,1246.88,23.97
CRTS J041135.4+053954,62.89772023222,5.664859073609999,RRC,13.88,0.3157,3167.56,212.71,0.27691,0.403,4959.46,1791.9,56.57
V* AS Lib,229.54141749493,-21.870976120759995,RRC,13.88,0.2082,4803.07,470.62,0.276898,0.403,4959.38,156.31,3.25
LINEAR 15613098,238.27881333746,2.6901721715600004,RRC,13.88,0.2496,4006.41,290.53,0.28136,0.39,4989.12,982.71,24.53
ASAS J000321+0323.9,0.8383292132900001,3.397839550810001,RRAB,13.88,0.2696,3709.2,364.59,0.5790441,-0.196,6535.13,2825.93,76.19
V* V349 Lib,237.36962007227,-17.56498004201,RRAB,13.88,0.2278,4389.82,354.58,0.61494,-0.245,6683.8,2293.98,52.26
V* AV Lib,229.80535807582,-24.76607082062,RRAB,13.88,0.2003,4992.51,505.98,0.64293,-0.281,6796.0,1803.49,36.12
CRTS J224651.9+134908,341.71649672002,13.81913611965,RRC,13.88,0.2132,4690.43,437.8,0.292055,0.36,5059.22,368.79,7.86
CRTS J195427.7-432846,298.61559578636,-43.47948386357001,RRC,13.88,0.1887,5299.42,511.13,0.285471,0.378,5016.26,-283.16,-5.34
[DCD2013] CSS J143104.3-101915,217.7682975946,-10.32097472556,RRAB,13.88,0.25,4000.0,339.2,0.5403256,-0.14,6368.15,2368.15,59.2
ATO J349.5518+39.5913,349.5518504600299,39.59140848415001,RRAB,13.88,0.2297,4353.5,384.75,0.6256288,-0.259,6727.02,2373.52,54.52
NSVS  16258861,234.44510185073,-6.7177261478000005,RRAB,13.88,0.3022,3309.07,183.96,0.4554095,-0.001,5973.69,2664.62,80.52
V* GI Vir,192.84280931977,2.9139760183700005,RRAB,13.88,0.2006,4985.04,489.56,0.5875247,-0.208,6570.76,1585.72,31.81
ASAS J093654-0342.8,144.22459149345,-3.71362502759,RRAB,13.88,0.2278,4389.82,358.43,0.590192,-0.212,6581.9,2192.08,49.94
ZTF J163013.28+191940.4,247.55534181092,19.32787963178,RRAB,13.88,0.2225,4494.38,337.33,0.430413,0.045,5848.89,1354.51,30.14
V* CQ Peg,326.54848155129,26.93881642832,RRAB/BL,13.88,0.2409,4151.1,327.4,0.572,-0.186,6505.28,2354.18,56.71
ATO J133.7133-13.6517,133.7133768742479,-13.651691974973058,RRC,13.881,0.4869,2053.81,70.02,0.33159,0.256,5307.68,3253.87,158.43
CRTS J125016.0-404049,192.5671812754279,-40.68014293964944,RRC,13.884,0.2198,4549.59,382.93,0.288569,0.369,5045.84,496.25,10.91
CRTS J140037.9-212437,210.1574591992146,-21.410613080566943,RRD,13.887,0.1708,5854.8,699.29,0.4012345,0.102,5715.72,-139.08,-2.38
V* GX Aqr,338.73906539446,-3.70920848841,RRAB,13.89,0.259,3861.0,268.33,0.5473178,-0.151,6428.38,2567.38,66.5
CRTS J173716.8+335340,264.32048038397,33.89451814612,RRC,13.89,0.4689,2132.65,60.04,0.3069313,0.319,5177.9,3045.25,142.79
V* NR Her,265.12741618470994,27.84923225627,RRC,13.89,0.2009,4977.6,319.62,0.269119,0.426,4929.46,-48.14,-0.97
CRTS J053608.5-332334,84.03556291433,-33.39295612983,RRAB,13.89,0.1864,5364.81,377.03,0.653894,-0.295,6870.68,1505.87,28.07
V* OS Her,270.05852472808,34.65686335612,RRAB,13.89,0.2027,4933.4,360.21,0.396141,0.112,5696.34,762.94,15.46
CRTS J033020.9-551757,52.58694901236,-55.29910058442,RRAB,13.89,0.1865,5361.93,345.0,0.63986,-0.277,6815.16,1453.23,27.1
ROTSE1 J162721.01+345928.7,246.83753283059,34.99086570015999,RRAB,13.89,0.2023,4943.15,305.43,0.730894,-0.385,7162.78,2219.63,44.9
CRTS J141613.7+245205,214.05710642201,24.868243746270004,RRC,13.89,0.4445,2249.72,81.49,0.2598777,0.454,4865.46,2615.74,116.27
CRTS J055514.6-374405,88.81090523993,-37.73491094154,RRC,13.89,0.1722,5807.2,451.9,0.330954,0.258,5325.9,-481.3,-8.29
FBS 1416+640,214.53201062296,63.81861444947,C-N,13.89,0.0529,18903.59,4895.64,138.9308923,-3.286,27234.51,8330.92,44.07
CRTS J025407.8+130447,43.53263701046,13.079857371639998,RRC,13.89,0.4982,2007.23,89.04,0.360998,0.187,5501.83,3494.6,174.1
V* CY Vir,221.21372116809,-4.67834884443,RRAB,13.89,0.2426,4122.01,375.5,0.6127235,-0.242,6705.59,2583.58,62.68
ATO J346.3832+26.8555,346.38327833317,26.855613323950003,RRAB/BL,13.89,0.248,4032.26,279.66,0.613968,-0.244,6710.68,2678.42,66.42
ATO J249.9219+00.8369,249.92200761426,0.83700790898,RRAB,13.89,0.1581,6325.11,776.14,0.574535,-0.19,6546.13,221.02,3.49
V* AO Gru,347.04507670388,-48.36918540133,RRAB,13.89,0.2089,4786.98,343.73,0.57265,-0.187,6538.09,1751.11,36.58
CRTS J113748.6+572027,174.4529206221,57.34086183531,RRC,13.89,0.3914,2554.93,88.78,0.4222154,0.06,5833.78,3278.85,128.33
BPS BS 16547-0043,229.84362381333003,-5.287536331109999,RRAB,13.89,0.234,4273.5,294.03,0.6679746,-0.312,6925.64,2652.14,62.06
CRTS J191522.8-414833,288.8454311041,-41.80903484211,RRAB/BL,13.89,0.2491,4014.45,304.59,0.72396,-0.378,7137.29,3122.84,77.79
V* IQ Ara,251.0997354129,-54.56190242775,RRAB,13.893,0.3541,2824.06,162.7,0.41066286,0.083,5781.54,2957.48,104.72
ZTF J164747.43+002105.8,251.94768140141,0.35164285572,RRC,13.897,0.2158,4633.92,418.73,0.34825,0.217,5445.87,811.95,17.52
CRTS J142624.1-225311,216.60083299754,-22.88599816371,RRAB,13.898,0.2241,4462.29,444.04,0.60011,-0.225,6678.18,2215.89,49.66
CRTS J105532.2-382957,163.88431247247624,-38.49893905759168,RRC,13.899,0.3871,2583.31,148.15,0.340649,0.235,5406.08,2822.77,109.27
UCAC4 301-258409,288.36542872654,-29.920820915080004,RRAB,13.9,0.2381,4199.92,317.51,0.587244,-0.208,6630.38,2430.46,57.87
CRTS J203210.9-371925,308.04536394483995,-37.32362668171999,RRAB,13.9,0.2199,4547.52,392.92,0.67491,-0.321,6984.54,2437.02,53.59
UNSW-V 083,178.83724243183,-35.0773105207,RRC,13.9,0.2513,3979.31,275.53,0.320762,0.283,5288.26,1308.95,32.89
BPS CS 22937-0025,317.55770717598,-38.89748572081,MISC,13.9,1.5274,654.71,10.16,0.320042,1.99,2410.36,1755.65,268.16
ATO J351.8480+03.1323,351.84804843014,3.13242668557,RRAB,13.9,0.2144,4664.18,437.27,0.749549,-0.406,7263.99,2599.81,55.74
ATO J336.7478+07.5834,336.74784233390994,7.583480195360001,RRAB,13.9,0.2537,3941.66,372.88,0.6110505,-0.24,6729.66,2788.0,70.73
NSVS  14440339,324.2216630619299,1.97961851393,RRAB,13.9,0.2635,3795.07,288.05,0.5980879,-0.223,6675.9,2880.83,75.91
CRTS J055247.4-083043,88.19740794055,-8.511553682090002,RRC,13.9,0.5785,1728.61,49.6,0.267557,0.431,4941.44,3212.83,185.86
CRTS J201114.5-404422,302.81061272839,-40.73906287852,RRAB,13.9,0.238,4201.68,331.9,0.59646,-0.22,6669.1,2467.42,58.72
ATO J246.9418+14.3445,246.9418370058,14.344562689080002,RRAB,13.9,0.2087,4791.57,397.19,0.615559,-0.246,6748.18,1956.61,40.83
ATO J243.2133-03.6922,243.21347052973,-3.69211010137,RRAB,13.9,0.2031,4923.68,535.76,0.64386,-0.282,6862.59,1938.91,39.38
V* KK Eri,47.99083140777,-3.80808092525,RRAB,13.9,0.25,4000.0,313.6,0.4559406,-0.002,6031.59,2031.59,50.79
OGLE LMC622.29.000619,66.94193743482,-62.04761815731,RRC,13.9,0.1856,5387.93,345.45,0.294154,0.354,5119.73,-268.2,-4.98
V* AP CVn,192.7940726614,32.97176896607,RRAB,13.9,0.1929,5184.03,494.49,0.574639,-0.19,6576.79,1392.76,26.87
CRTS J063336.7+564914,98.40331607212,56.82043417499,RRC,13.9,0.4634,2157.96,82.43,0.257978,0.46,4874.52,2716.56,125.89
CRTS J185902.2-504704,284.7589026988,-50.78407712936,RRAB,13.9,0.1655,6042.3,755.74,0.68651,-0.335,7029.2,986.9,16.33
CRTS J103241.3-380807,158.17147695223,-38.13580573499,RRAB,13.9,0.2245,4454.34,359.13,0.57282,-0.187,6568.99,2114.65,47.47
V* V527 Hya,141.23282681083,-13.19978628259,RRAB,13.9,0.1682,5945.3,562.01,0.61129,-0.24,6730.64,785.34,13.21
CRTS J132316.5-291818,200.81865898017,-29.30509820313,RRAB,13.9,0.2037,4909.18,462.72,0.536272,-0.134,6409.0,1499.82,30.55
CRTS J215038.6-443544,327.66125170609,-44.59529898109,RRAB,13.9,0.156,6410.26,891.68,0.60402,-0.231,6700.59,290.33,4.53
CRTS J125325.8-375427,193.35705859849,-37.90767875196,RRAB,13.9,0.1386,7215.01,1218.12,0.79853,-0.457,7438.01,223.0,3.09
NSV     5,0.75414098081,-70.69118858325,RRAB,13.901,0.2431,4113.53,236.9,0.5538941,-0.16,6489.95,2376.42,57.77
V* SW Dor,75.52415819041,-67.28242326063,RRAB,13.902,0.2317,4315.93,266.37,0.5253392,-0.117,6365.68,2049.75,47.49
V* V719 Oph,247.90410045218,-6.4906213922100005,RRAB,13.91,0.1719,5817.34,947.56,0.67699,-0.323,7024.86,1207.52,20.76
FASTT  651,234.08975450518,0.6502957478699999,RRAB,13.91,0.1656,6038.65,969.98,0.4610033,-0.011,6084.51,45.86,0.76
ATO J087.0269-29.9886,87.02692611682,-29.98859031715,RRAB,13.91,0.2376,4208.75,228.51,0.5117125,-0.096,6326.68,2117.93,50.32
ROTSE1 J161640.10+274625.0,244.16691971865,27.77343749893,RRC,13.91,0.1969,5078.72,394.64,0.292927,0.357,5135.33,56.61,1.11
V* CV Tau,57.69794101680999,20.46893615931,kA5hF3mF6,13.91,0.2228,4488.33,417.0,0.4812491,1.635,2850.68,-1637.65,-36.49
CRTS J104249.7-214450,160.70777586768,-21.747488125,RRC,13.91,0.1657,6035.0,641.01,0.286788,0.374,5094.81,-940.19,-15.58
CRTS J132419.3-442901,201.08099030836,-44.48317280117,RRAB,13.91,0.1812,5518.76,526.9,0.63749,-0.274,6868.68,1349.92,24.46
ATO J310.2160-14.2433,310.21598995987,-14.24330128272,RRAB,13.91,0.2377,4206.98,403.53,0.509455,-0.092,6316.22,2109.24,50.14
CRTS J163609.6+060311,249.04015668846,6.05319710262,RRD,13.91,0.2237,4470.27,347.71,0.2960038,0.349,5155.43,685.16,15.33
V* V725 Her,258.14113607499,40.47405176462,RRAB/BL,13.91,0.2077,4814.64,294.4,0.5771459,-0.194,6617.91,1803.27,37.45
CRTS J100858.0-161736,152.24213045014,-16.293483840920004,RRD,13.91,0.6357,1573.07,52.71,0.274,0.411,5008.63,3435.56,218.4
V* AS Leo,172.29681136669,9.53647342499,RRAB,13.91,0.1666,6002.4,774.62,0.5450426,-0.147,6477.76,475.36,7.92
CRTS J203253.6-215701,308.22389606865,-21.95056889458,RRAB,13.91,0.2468,4051.86,354.62,0.612486,-0.242,6766.65,2714.79,67.0
ATO J141.1985+28.5411,141.1985114095646,28.541203525053884,RRAB,13.91,0.1288,7763.98,1434.65,0.7578077,-0.415,7327.49,-436.49,-5.62
CRTS J143714.9-114048,219.31242032552,-11.68004332473,RRC,13.91,0.2408,4152.82,386.31,0.3292575,0.262,5364.86,1212.04,29.19
V* V377 Tel,287.2445249807299,-47.2357686329,RRAB,13.91,0.1891,5288.21,517.36,0.61403,-0.244,6773.03,1484.82,28.08
CRTS J141826.0-391812,214.60792675233,-39.30311355778,RRAB,13.91,0.2178,4591.37,455.34,0.65746,-0.299,6948.37,2357.0,51.34
1SWASP J001321.94-425511.2,3.34147619229,-42.919823701000006,RRAB,13.91,0.1569,6373.49,755.56,0.74396,-0.4,7277.12,903.63,14.18
V* V518 Cen,216.82124038299,-41.78401337146,RRAB,13.91,0.1948,5133.47,529.69,0.6807228,-0.328,7039.32,1905.85,37.13
CRTS J090843.8-091727,137.1827415344,-9.29095229011,RRD,13.91,0.7991,1251.41,28.81,0.3446487,0.225,5457.31,4205.9,336.09
V* RW Scl,20.72326317156,-26.29269615698,RRAB,13.91,0.3007,3325.57,221.19,0.451694,0.005,6038.26,2712.69,81.57
V* SS Scl,25.547845229070003,-29.98911554824,RRAB,13.91,0.1713,5837.71,565.71,0.721898,-0.375,7195.65,1357.94,23.26
CRTS J062342.9-303955,95.92864053734,-30.665102864879994,RRAB,13.91,0.1768,5656.11,451.08,0.61631,-0.247,6782.42,1126.31,19.91
CRTS J103338.8-250002,158.41208839285,-25.00043327048,RRC,13.92,0.2003,4992.51,493.52,0.272712,0.415,5022.89,30.38,0.61
CRTS J175742.3+341845,269.42646498192994,34.31244818166,RRC,13.92,0.5128,1950.08,49.06,0.2788949,0.397,5065.18,3115.1,159.74
CRTS J044901.8-452305,72.25747457785,-45.38449541846,RRAB,13.92,0.168,5952.38,535.01,0.58087,-0.199,6664.47,712.09,11.96
ROTSE1 J161226.41+323225.5,243.10976166351,32.54056278837,RRC,13.92,0.1881,5316.32,384.38,0.31549701,0.297,5304.25,-12.07,-0.23
CRTS J053417.9+042239,83.57491127384,4.377473765339999,RRC,13.92,0.5793,1726.22,65.26,0.252155,0.479,4877.8,3151.58,182.57
CRTS J025210.1-494636,43.04166127916,-49.7769831419,RRAB,13.92,0.1531,6531.68,494.89,0.76796,-0.426,7398.04,866.36,13.26
NSV 11079,279.41944818671,-57.46085326217,RRC,13.92,0.1644,6082.73,691.89,0.322843,0.278,5350.11,-732.62,-12.04
CRTS J231032.5-473839,347.63569624195,-47.644028535,RRAB,13.92,0.2189,4568.3,313.04,0.54797,-0.151,6520.71,1952.41,42.74
CRTS J190345.0-533749,285.93770575414,-53.63004593203,RRAB,13.92,0.1962,5096.84,477.99,0.57286,-0.188,6629.95,1533.11,30.08
CRTS J212723.0+013351,321.84611476727,1.5641877328499998,RRC,13.92,0.2415,4140.79,300.06,0.2988181,0.341,5197.59,1056.8,25.52
CRTS J001700.9+340313,4.2540442051,34.05366909336,RRC,13.92,0.1647,6071.65,976.92,0.254699,0.471,4896.14,-1175.51,-19.36
1SWASP J132305.17-205939.0,200.77152068958,-20.994131267970005,RRAB,13.92,0.2174,4599.82,482.41,0.51874,-0.107,6388.39,1788.57,38.88
V* GU Cet,18.41849615252,2.16104370593,RRAB,13.92,0.2147,4657.66,425.2,0.451646,0.006,6065.89,1408.23,30.23
CRTS J150600.6-143146,226.50194729354,-14.529203368750002,RRC,13.92,0.2446,4088.31,344.31,0.258697,0.458,4924.75,836.44,20.46
